Title,Ingredients,Steps,Loves,URL,Gambar
Ayam goreng lepas tulang lembut,"1 kg ayam--4 bawang putih--3 ruas laos--1 ruas jahe--Daun salam, serai 2 ruas, daun jeruk,--","Masukkan ayam dalam magic com. 
Bawang putih, jahe, laos, jahe blender sampai lembut.
Masukkan bumbu yang sudah dihaluskan tadi dalam magic com
Tuang air bioglass dalam magic com sampai ayam terendam air bioglass.
Cetrek cook. Tunggu kira kira 45 menit. 
Ambil ayam dari magic com
Taburi garam secukupnya
Goreng
Jadii deh ayam empuk lezatnya. Biar ayamnya dingin juga masih empuk😊😊
Cara bikin sambel nya
Cabe, bawang merah trasi, goreng di sisa minyak ayam goreng tadi. Minyak nya dikit aja.--",3,/id/resep/4469261-ayam-goreng-lepas-tulang-lembut,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Sayap Goreng Bumbu Ngo Hiang,1 kg sayap ayam bagian drum stick--2 sdm air jeruk nipis / lemon--1 sdt garam--1 sdm bumbu ngo hiang--3 tetes suclarose/stevia drop (boleh skip)--,"Cuci sayap ayam, lalu dalam satu wadah masukkan sayap ayam beserta seluruh bumbu diatas, remas2--Simpan dalam kulkas semalaman hingga bumbu meresap--Goreng sayap ayam dengan minyak panas dan banyak hingga matang, sajikan--",35,/id/resep/4464881-sayap-goreng-bumbu-ngo-hiang,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Semur ayam kampung,1/2 kg ayam kampung--3 siung bawang putih--5 siung bawang merah--3 butir kemiri--1 ruas jahe--4 lembar daun jeruk--1 lembar daun salam--1 batang serai (digeprek)--Lengkuas--1/4 sdt kunyit bubuk--1/2 sdt ketumbar bubuk--1/4 sdt merica bubuk--3/4 sdt garam--1/2 sdt gula pasir--Sedikit royco--Secukupnya kecap manis--Secukupnya air kaldu ayam kampung--Secukupnya minyak goreng--,"Potong ayam cuci lalu rebus sampai empuk. Haluskan bawang, kemiri, jahe.--Tumis bumbu halus sampai harum masukan serai, daun jeruk, daun salam, lengkuas. Masukan air kaldu, ayam, merica, garam, kunyit, ketumbar, kecap, royco. Masak hingga bumbu meresap dan empuk banget, cek rasa ya bun..--Semur ayam kampung udah matang...--Ini aku masaknya sampai empuk banget... gak alot ya.. gigitnya gak pakai gigi, pakai bibir aja udah bisa, hhheee... krn sebelum dibumbuin direbus dulu sampai empuk, setelah itu baru dibumbuin.--Selamat mencoba..--",4,/id/resep/4471433-semur-ayam-kampung,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam Tepung KFC super gurih,4 potong ayam (paha atas atau paha bawah)--1 Sdt air lemon--Secukupnya black papper--Secukupnya garam--Bahan pelapis :--200 gr tepung terigu serba guna--30 gr tepung maizena--1 Sdt oregano--1 Sdt garam--1 Sdt masako ayam--1 Sdt bubuk cabai--Bahan pencelup :--2 sdm tepung terigu--1 Sdt bubuk cabai--1 Sdt garam--Secukupnya lada putih--Air es--,"Marinade Ayam dengan air lemon, black papper Dan garam, diamkan kurleb 1 jam atau lebih--Campur semua bahan pelapis--Campur semua bahan pencelup--Lumuri Ayam dengan bahan pelapis, celupkan ke dalam bahan pencelup dan lumuri dengan bahan pelapis lagi. Lakukan 2-3 kali. Cubit cubit Bagian Luarnya agar hasilnya keriting--Panaskan minyak goreng--Goreng Ayam sampai matang, apinya Jangan terlalu besar agar matangnya merata hingga kebagian dalam--Sajikan bersama kentang, selada atau asparagus sesuai selera--Selamat mencoba--",0,/id/resep/4471388-ayam-tepung-kfc-super-gurih,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Soto Ayam Surabaya,1/2 Ekor Ayam--6 Siung Bawang Merah--4 Siung Bawang Putih--Secukupnya Ketumbar--Secukupnya Lada--1 Ruas Kunyit--1 Ruas Lengkuas--1 Ruas Jahe--1 Butir Kemiri--Daun Salam--Daun Jeruk--Gula--Garam--Penyedap Rasa (boleh pakai boleh tidak)--Daun Bawang--Kol--Tauge--Kentang--Telur Rebus--Sambal Rebus--,"Haluskan semua bumbu kecuali lengkuas & Sereh--Tumis bumbu yg dihaluskan tadi hingga harum--Rebus ayam hingga terlihat kaldunya kemudian masukkan bumbu yg telah ditumis tadi--Icip & sajikan dengan kentang goreng, bihun, tauge & irisan tomat--",4,/id/resep/3452442-soto-ayam-surabaya,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam Suwir ala Bali / Ayam Sisit,500 gram fillet ayam tanpa kulit--1 sdm minyak wijen--1 sdm kecap ikan--1 sdm saos tiram--1 sdm unsalted butter untuk menumis--Bumbu yang dihaluskan--10 siung bawang merah--5 siung bawang putih--1 ruas jari kencur--2 ruas jari kunyit--10 buah rawit merah atau sesuai selera--1 sdt udang rebon--1 sdt garam--,"Rebus/Kukus Ayam lalu disuwir2, sisihkan--Tumis bumbu halus, tambahkan minyak wijen, kecap ikan, saos tiram--Masukkan suwiran ayam, aduk rata sampai tercampur dan kering (sesuai selera)--Siap dihidangkan--",4,/id/resep/4471237-ayam-suwir-ala-bali-ayam-sisit,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Risoles rogut ayam,"Bahan isian:--3 buah kentang, kukus dan tumbuk halus--1 buah wortel, diserut kasar--100 gr dada ayam rebus, suwir halus--2 sdm tepung terigu--secukupnya Lada bubuk--Secukupnya garam--100 ml susu cair--2 siung bawang putih, haluskan--50 gram keju cheddar parut--2 sdm minyak goreng--Bahan kulit:--250 gram tepung terigu--3 sdm margarine, dicairkan--2 butir telur--Secukupnya garam--secukupnya Air--100 gram tepung panir untuk membalur--","Aduk rata kentang kukus yang sudah dihaluskan, tepung terigu, susu cair sampai tidak menggumpal. Sisihkan--Tumis bawang putih yang sudah di haluskan sampai wangi, masukkan adonan kentang kukus yg sudah di campur susu dan terigu tadi.--Tambahkan keju parut, lada bubuk, ayam suwir, aduk cepat sampai kental. Angkat dan sisihkan--Untuk membuat kulit: campur tepung terigu, air, garam, 1 butir telur, aduk dengan pengocok telur agak tidak mengggumpal. Setelah rata masukkan margarine yg sudah dicairkan. Aduk rata kembali.adonan dibuat jangan terlalu kental.--Panaskan wajan anti lengket, dadar adonan sampai habis.--Ambil lembaran kulit, letakkan di tengah kulit dadar isian rogut, tutup sisi kanan kirinya--Sebelum di goreng, celupkan gulungan dadar yg sudah diisi tadi kedalam telur dan balurkan dengan tepung roti ulangi sekali lagi.--Panaskan minyak, goreng hingga kecoklatan.--Risoles siap disajikan hangat dengan cabai rawit atau saos cabai.--Selamat mencoba--",7,/id/resep/4466981-risoles-rogut-ayam,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam masak kicap ala malay,4 potong ayam--1 buah bawang bombay--4 buah cabai keriting merah--3 buah cabai rawit--8 buah cabai lalap--1 buah tomato--4 sdm kecap--1 sdm saos sambal--1 sdm saos tiram--1 sdt kunyit bubuk--1 sdt garam--1/2 sdt kaldu bubuk totole (skip boleh/ ganti kaldu bubul lain)--,"Cuci ayam sampai bersih, ungkep dengan kunyit bubuk dan garam boleh tambahkan air jeruk lemon atau jeruk nipis. Ungkep selama kurang lebih 15menit--Setelah diungkep goreng ayam sampai kekuningan, angkat sisihkan.--Tumis bawang bombay, cabai kriting merah, cabe rawit, cabe lalap dan tomat sampai harum. Masukkan kecap manis, saos sambal, saos tiram beri garam dan kaldu bubuk sckpnya.--Masukkan ayam beri sedikit air. Cicip rasa.. Masak sampai matang--Masakan siap disantappppp😍😍😍--",7,/id/resep/4471032-ayam-masak-kicap-ala-malay,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam tepung,1 kg ayam--500 gram tepung terigu--secukupnya Royco--6 siung bawang putih--1 sendok teh lada bubuk--1 ruas jahe--1 ruas kunyit--secukupnya Garam--Minyak goreng--2 butir telur ayam ambil putih nya aja--,"Bersih kan ayam potong jadi 14--Haluskan,bawang putih,jahe,kunyit masuk an ke panci,masuk an ayam,tambah garam diam kan 30 menit(kalau aku di ungkep bentar bun tambah air segelas)--Campur terigu,royco untuk tepung kering--4sendok tepung terigu cair kan dengan 100 ml air,+ 2 butir putih telur kocok lepas,untuk celup an--Panas kan minyak goreng,ambil 1 potong ayam,masuk an ke tepung kering + masuk ke tepung celup + masuk ke tepung kering lalu goreng dengan minyak panas,api sedang sampai kecoklatan--Angkat dan bisa langsung di sajikan bunda--",1,/id/resep/4448850-ayam-tepung,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam goreng bakar kecap,1 kg ayam--Secukupnya minyak untuk menggoreng--Bumbu kuning halus:--4 bawang putih--8 cm kunyit (dikira-kira aja ya)--5 cm lengkuas--1 sdm ketumbar--1 sdt merica--100 ml air--Secukupnya garam dan kaldu bubuk--Bumbu bakar:--8 sdm kecap--2 sdm mentega--Bahan sambel:--3 bawang merah--1 bawang putih--4 cabe hijau besar--7 cabe rawit--1 tomat hijau--Secukupnya garam dan gula--,"Ungkep ayam dgn bumbu kuning, hingga bumbu meresap, tiriskan--Panaskan minyak, goreng ayam hingga garing, tiriskan lalu marinade dgn bumbu bakar--Siapkan alat bakaran, bakar jangan trllu lama, angkat--Rebus semua bahan sambal, hingga layu kurleb 5menit, tiriskan lalu ulek, beri bumbu. Boleh d tumis lagi sambelnya. Saya gak sempet d tumis lg udah enak ko--Siap disantap bersama nasi panas dan lalab 👌--",67,/id/resep/4470916-ayam-goreng-bakar-kecap,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Somay ayam bumbu kacang,250 gr dada ayam--Kulit lumpia instan--150 gr terigu--100 gr kanji--4 siung bawang putih--1/2 sdm merica bubuk--1 sachet royco--Bumbu kacang--250 gr kacang--200 gr gula merah--1 sdt royco--1 sdm gula pasir--secukupnya Cabe--Larutan maizena--Kecap--Pelengkap ;--Gubis--Telur puyuh--Tahu putih--,"Blender dada ayam tanpa tulang, bawang putih, merica bubuk, & royco..blender sampai lembut...blender dikasih es batu ya..--Tambahkan tepung terigu & kanji.aduk sampai merata--Ambil satu lembar kulit lumpia.isi dengan jeladren ayamnya..bentuk sesuai selera..lakukan hingga adonan habis--Kukus 20 menit sampai layu..kukus bersama pelengkapnya yaa..gubis & tahu putih... Gubis digulung2 lipat dengan tusuk sate..tahu putih dipotong2 dadu..--Telur puyuh rebus sampai matang..tiriskan--Buat bumbu ; goreng kacang sampai kecoklatan..--Blender kacang,cabe,& gula merah...tambahkan air secukupnya--Masukan bumbu kedalam kacang..masak hingga matang, tmbahkan gula pasir, penyedap rasa, tmbahkan larutan maizena agar kental--Potong2 somay,gubis,tahu,& telur puyuh..siram bumbu kacang ke atasnyaa...tmbahkan bawang goreng & kecap--",4,/id/resep/4470142-somay-ayam-bumbu-kacang,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
.Ayam Kecap Cabe Ijo,"1 ekor ayam potong 8, bersihkan--Cabe ijo 15 buah, potong serong--Bawang bombay 1 siung, potong--Bawang putih 2 siung, cincang--garam--Gula pasir--Lada bubuk--1/2 sdt kaldu bubuk (aku pake royco)--4 sdm Kecap manis (aku pake bango)--Bumbu ungkep :--4 siung bawang merah--5 siung bawang putih--2 cm kunyit--2 cm jahe--2 cm lengkuas, geprek--1 batang serai--1,5 sdt ketumbar--2 buah kemiri--4 lbr daun jeruk--Garam--","1. Ungkep ayam dengan bumbu ungkep kurleb 20 menit hingga bumbu meresap, sisihkan--2. Tumis bawang putih hingga harum, masukkan cabe ijo, bwg bombay, dan lada bubuk--3. Tambahkan air, gula pasir, kecap manis, tunggu hingga mendidih, masukkan ayam--4. Biarkan bumbu meresap, sambil ditambah garam kalau dirasa kurang asin--5. Kalau sudah mulai meresap, tes rasa, angkat.--",9,/id/resep/4470089-ayam-kecap-cabe-ijo,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam Masak Kluwek,"6 kluwek--2 ayam paha--5 sayap ayam--2 buah kemiri--2 buah cabe merah (opsional)--2 siung bawang merah--1 siung bawang putih--2-3 cm jahe--1 keping asam kering--1 sdm bubuk kunyit--Garam, Gula, Penyedap Rasa--secukupnya Air--",(Cabe merah + bwg merah + bwg putih + kemiri + jahe) di tumbuk halus - masukan bubuk kunyit - aduk bentar--Tumis bumbu halus hingga wangi - masukan ayam aduk bentar--Kasih air - garam - gula - penyedap rasa - masukan kluwek - masukan asam keping--Masak hingga ayam matang & bumbu meresap--,0,/id/resep/4470099-ayam-masak-kluwek,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam Goreng Telur,10 potong Paha Ayam(aku: 1 kg ayam. Potong_potong)--6 siung Bawang Putih--4 lembar Daun Jeruk--3 lembar Daun Salam--2 batang Serai--1 sendok teh Garam--1/2 sendok teh Ketumbar Bubuk--2 cm Kunyit--2 butir Telur Ayam--500 ml Air--,"Cuci bersih paha ayam. 
haluskan kunyit yang sudah dibakar,garam dan ketumbar bubuk. masukkan bumbu yang sudah dihaluskan,bawang putih yang digeprek,daun jeruk,daun salam dan serai ke dalam air. aduk rata. kemudian masukkan ayam sampai terendam. 
masak hingga bumbu meresap. angkat dan diamkan hingga sedikit dingin.--Kocok lepas telur ayam. 
guling-gulingkan ayam yang sudah dibumbui sampai telur terbalur rata. siapkan minyak panas dan banyak agar ayam bisa tergoreng sempurna. goreng sampai berwarna kuning keemasan. tiriskan.
Sajikan dengan sambal tomat atau sambal terasi dan nasi hangat :)----",17,/id/resep/3934445-ayam-goreng-telur,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam Goreng Pemalas,1 kg ayam--1 bks bumbu ayam goreng sajiku--secukupnya lengkuas parut--2 sdm makan minyak goreng--secukupnya air matang--,"Bersihkan ayam.--Lumuri ayam dengan bumbu sajiku. Kalau bisa sambil diremas2.--Masukkan lengkuas parut, air plus minyak goreng. Remas2 lagi sampai semua tercampur sempurna.--Ungkap ayam dengan api kecil kurang lebih 30-45 menit. Agak lama jg gak apa2 biar ayamnya empuk😄--Matikan kompor. Dinginkan sebentar.--Lalu goreng deh. Jangan lupa lengkuasnya disaring ya moms, biar ada nyes2 nya 😄--Sandingkan dengan lalapan, sambal terasi. Klop deh. Selamat makan--",6,/id/resep/4469858-ayam-goreng-pemalas,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Nuttget ayam+sayur,1 butir telur--1/2 kg Ayam--1 wortel--4 sdm tepung trigu--2 sdm tapioka--5 bawang putih--3 bawang merah--daun bawang+seledri--Lada--Tepung panir--Royko (sesuai selera)--,Filet ayam ambil bagian dagingnya lalu di cincang karna saya pake blender biar gampangdi cincang dulu😅 masukan bawang merah+putih dan telur blender jadi satu--Parut wortel dan iris tipis daun bawang dan sendri (ambil daunnya yg warna hijau saja) + trigu dan tapioka (tambah trigu bila kurang kental) aduk sampai rata tambahnya royko garam dan lada siap di kukus--Tunggu sampai dingin potong sesuai selera gulingkan di telur (saya pakai trigu yg di kasih air sama saja hasilnya) lalu taburi tepung panir--,4,/id/resep/4469565-nuttget-ayamsayur,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Chicken Hainan & Nasi Hainan Simple Magic Com,"Bahan untuk Ayam Hainan:--4 pcs Paha Ayam Utuh (Paha atas dan Paha bawah)--6 siung bawang putih--3 ruas jahe--1 batang sereh--2 lembar daun salam--1 jeruk nipis / lemon--1/2 siung bawang bombay--2 sdm kecap ikan--2 sdm minyak wijen--Sejumput garam--Air Matang--Kaldu ayam bubuk / block (opsional, saya tidak pake)--Bahan untuk Nasi Hainan:--3 Cup beras--4 siung bawang putih--2 ruas jahe--1 batang sereh digeprek--2 lembar daun salam--2 sdm minyak wijen--Sejumput garam--Kuah rebusan bumbu Chicken Hainan--Margarin--Bahan untuk Saus Hainan:--1 siung bawang putih parut--2 sdm kecap manis--2 sdm kecap asin--2 sdm minyak wijen--Bahan tambahan pelengkap:--Ketimun--Daun bawang--Bawang goreng--Emping--","Memasak Chicken Hainan: Cuci bersih ayam dan lumuri dengan sejumput garam dan perasan air jeruk nipis / lemon. Diamkan selama 10 menit. Sambil menunggu 10 menit, iris kasar bawang bombay, kemudian parut bawang putih dan jahe. Masak air hingga mendidih dipanci, dan jika sudah mendidih masukka bawang bonbay, bawang putih, jahe, sereh dan salam. Tunggu beberapa saat hingga harum, masukka ayam dan sedikit minyak wijen. Masak dengan api sedang selama kurang lebih 40menit.--Sebaiknya untum merebus Chicken Hainan ini airnya dibnyakin. Karena nanti kuah rebusan ayamnya ini digunakan untuk kuah chicken hainan dan untuk memasak nasi.--Memasak Nasi Hainan:. Cuci beras hingga bersih dan tiriskan. Kemudian parut bawang putih dan jahe. Selanjutnya lelehkan margarib pada wajan dengan api sedang dan kemudian tumis bawang putih, jahe, sereh dan salam. Tunis hingga harum dan layu. Beri sedikit air dan aduk2 hingga mendidih. Jika sudah mendidih, masukkan beras yg telah dicuci jedalam wajan, aduk rata hingga air dan bumbu tiris dan meresap. Angkay beras dan pindahlan ke Magic Com beserta bumbu2 yg sudah meresap tsb.--Masak beras dengan menggunakan air rebusan Chicken Hainan dan ditambahkan lg sejumput garam dan minyak wijen. Ayam yang sudah direbus tadi bisa juga ikut dimasukkan kedakam magi com agar lebih nikmat nasi hainan nya.--Membuat Saus Hainan: campurkan semua bahan didalam satu wadah, dan aduk rata.--Jika nasi sudah matang, Chicken Hainan dan Nasi Hainan ini siap disajikan dengan saus dan kuahnya. ditambahkan dengan topping daun bawang pada kuah, bawang goreng pada nasi dan ketimun sebagai pelengkap.--",8,/id/resep/4469533-chicken-hainan-nasi-hainan-simple-magic-com,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam Rica-rica super pedes,1 ekor ayam potong--Bumbu:--5 buah cabai merah--20 buah cabai rawit--5 siung bawang putih--7 siung bawang merah--3 buah kemiri--1 sachet merica bubuk--1 sachet ketumbar bubuk--secukupnya gula merah--secukupnya kecap manis--secukupnya garam--secukupnya penyedap rasa--1 ruas kunyit--1 ruas jahe--1 ruas besar lengkuas--2 batang serai--3 lembar daun salam--2 lembar daun jeruk--secukupnya minyak goreng--secukupnya air--,"Potong potong ayam cuci bersih tiriskan--Haluskan cabai merah rawit, bawang merah,putih, kemiri, dan kunyit.--Geprek jahe, lengkuas, serai, dan gula.--Tumis bumbu yang sudah di haluskan hingga harum, masukkan daun salam, jeruk dan bumbu yang digeprek kecuali gula merah.--Masukkan ayam, beri air secukupnya, ungkep 10 menit.--Masukkan merica, ketumbar, gula merah, kecap, garam dan penyedap rasa.--Ungkep selama kurang lebih 20 menit.--Tes rasa. siap sajikan.--",21,/id/resep/4426876-ayam-rica-rica-super-pedes,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam Goreng,1 ekor ayam (cuci dan rebus sebentar untuk ngurangin lemaknya)--Bumbu :--5 siung bawang putih (geprek)--3 siung bawang merah (geprek)--1 ruas kunyit (geprek)--1/2 sdm ketumbar bubuk--2 lembar daun salam--1 lembar daun jeruk--1 batang serai (geprek)--secukupnya garam--,"Siapkan sedikit air dalam panci, didihkan--Jika sudah mendidih masukkan semua bumbu bawang putih, bawang merah, kunyit, ketumbar, daun salam, daun jeruk, serai--Masukkan ayam, tambahkan garam, tes rasa, jika dirasa kurang garam bisa di tambahkan sesuai selera, lalu diamkan beberapa menit hingga air menyusut dan bumbu meresap, angkat dan sisihkan ayam dalam wadah kosong (Dinginkan)--Panaskan wajan dan minyak goreng, goreng ayam satu persatu hingga warna menjadi kuning kecoklatan, sajikan--",1,/id/resep/4469389-ayam-goreng,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam Cabe Ijo,1 ekor ayam broiler potong 8 bagian--1 sdm air jeruk nipis--2 sdt garam--3 sdm minyak goreng utk menumis--2 lbr daun jeruk--1 batang sereh di geprek--Bumbu Halus :--8 butir bawang merah--5 siung bawang putih--10 buah cabe hujau besar--5 buah cabe rawit hijau--1 ruas jahe--1/2 ruas kunyit--3 butir kemiri--secukupnya Garam dan gula pasir--,"Lumuri potongan ayam dengan air jeruk nipis dan garam, sisihkan, biarkan selama 15 menit.--Goreng ayam dengan minyak panas hingga kuning keemasan.--Tumis bumbu yg telah di haluskan masukan daun jeruk, dan serehnya, aduk rata masak terus hibgga bumbu matang dan keluar aromanya.--Masukan ayam yg telah di goreng sebelumya aduk rata, kalau perlu boleh tambahkan air sedikit agar bumbu meresap.--Cek rasanya, bila telah matang taruh di piring saji,ayam goreng cabe ijo siap disantap...----",8,/id/resep/4469122-ayam-cabe-ijo,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam fillet asam manis,2 buah dada ayam tanpa tulang--100 gr tepung terigu--50 gr tepung maizena--1 putih telur--5 sdm saus tomat--1/2 sdm saus tiram--1 buah bawang bombay (iris)--2 siung bawang putih (cincang halus)--1 sdt garam--1 sdt gula pasir--1 sdt merica bubuk--,"Cuci bersih dada ayam lalu potong kecil2 sesuai selera--Tambahkan garam, merica dan putih telur--Masukkan potongan ayam kedalam adonan tepung (tepung terigu + maizena + garam + lada). Atau bisa pakai tepung ayam instan.--Goreng dalam minyak panas selama 5-6 menit sampai berubah warna menjadi golden brown--Siapkan wajan untuk membuat saus asam manis--Tumis bawang putih dengan 3 sdm minyak goreng--Setelah harum masukkan bawang bombay--Tambahkan saus tomat, saus tiram dan setengah gelas air--Masukkan garam, gula dan merica bubuk, aduk sampai tercampur--Jangan lupa untuk koreksi rasa--Larutkan 1sdt maizena dengan air--Tambahkan larutan maizena sedikit demi sedikit hingga kekentalannya pas--Matikan api, siap disajikan--",10,/id/resep/4469254-ayam-fillet-asam-manis,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam ukep bumbu sederhana,1 kg ayam broiler--8 siung bawang putih ukuran besar--1 sdm peres ketumbar--Kunyit--Garam--Gula--Air--,"Cuci bersih ayam, boleh diberi perasan air jeruk nipisbiar ngga amis. Tp kebetulan aku ngga simpen jeruk nipis jd ya ngga pake. Ngga amis kok.--Ulek bawang putih, kunyit dan ketumbar hingga halus--Masukkan air ke wajan, nyalakan kompor. Masukkan setengah bumbu halus beri gula garam sesuai selera, masukkan ayam dilanjut dgn setengah bumbu sisanya.--Tutup wajan. Setelah 5 menit campur ayam dgn bumbunya. Tutup dan diamkan lg hingga dirasa matang.--Jika tidak langsung digoreng semua, bisa ditaruh di wadah tertutup. Tp tunggu dingin dulu yaa ayamnya. Trus masukkin kulkas deh.--Ini ayam yg udh digoreng--",0,/id/resep/4468662-ayam-ukep-bumbu-sederhana,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Tongseng Ati Ampela Ayam,2 potong hati ampela ayam yang masih dibalut usus--2 sdm minyak goreng--50 ml air--2 siung bawang putih--4 siung bawang merah--5 buah cabe rawit--3 buah cabe merah keriting--2 butir kemiri--1/4 sdt ketumbar bubuk--1/2 ruas jahe--1 ruas lengkuas geprek--1 lembar daun salam--1/4 sdt lada--1/2 sdt garam--1/2 sdt penyedap--2 sdm kecap manis--Sejumput pala bubuk--,"Bersihkan ati ampelanya. Kemudian rebus, goreng setengah matang. Sisihkan!--Baput, bame, kemiri, cabe digoreng bentar lalu uleg--Panaskan minyak tumis bumbu, beri air dan masukkan ati ampelanya. Icip rasa. Tunggu hingga kuah agak menyusut. Sajikan :)--",3,/id/resep/3026845-tongseng-ati-ampela-ayam,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
Ayam penyet ala sy,"1/2 kg ayam potong2cuci bersh--1 sdm ktumbar bbuk--2 siung bwg puth--5 siung bwg merah--1 ruas laus--4 lmbr daun salm--secukupnya Garam--secukupnya Jeruk nipis--Bhn sambl ulek--secukupnya Cabe merah,cabe rawit--1 buah tomat merah besar--Secukupnya terasi bkar--Jeruk nipis atau jeruk limau--","Ungkep ayam dg bumbu yg sdh d hluskan hingga airnya hmpir kering--Setelh itu angkt.--Goreng ayam hingga matang,lalu tumbuk d a atas ulekkan.--Goreng semua bhn sambl lalu d uleg,setelh itu siram k ayam td--Jd deh siap d santap,iya jnga lupa tes rasa dl iy.--",6,/id/resep/4468798-ayam-penyet-ala-sy,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2024/07/16062938/Ragam-Makanan-Khas-Indonesia-yang-Lezat-dan-Kaya-Nutrisi.jpg
